./agents/active_inference/precision.py:125:61: E502 the backslash is redundant between brackets
./agents/active_inference/precision.py:126:21: E128 continuation line under-indented for visual indent
./inference/gnn/layers.py:515:80: E501 line too long (84 > 79 characters)
./inference/gnn/layers.py:556:80: E501 line too long (84 > 79 characters)
./inference/gnn/metrics_collector.py:99:80: E501 line too long (769 > 79 characters)
./inference/gnn/metrics_collector.py:102:80: E501 line too long (613 > 79 characters)
./inference/gnn/metrics_collector.py:105:80: E501 line too long (924 > 79 characters)
./inference/gnn/metrics_collector.py:108:80: E501 line too long (149 > 79 characters)
./inference/gnn/metrics_collector.py:111:80: E501 line too long (147 > 79 characters)
./inference/gnn/metrics_collector.py:114:80: E501 line too long (149 > 79 characters)
./inference/gnn/metrics_collector.py:117:80: E501 line too long (151 > 79 characters)
./inference/gnn/metrics_collector.py:290:80: E501 line too long (90 > 79 characters)
./inference/gnn/metrics_collector.py:291:80: E501 line too long (86 > 79 characters)
./inference/gnn/metrics_collector.py:316:80: E501 line too long (80 > 79 characters)
./inference/gnn/model_mapper.py:128:80: E501 line too long (85 > 79 characters)
./inference/gnn/model_mapper.py:139:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:140:80: E501 line too long (96 > 79 characters)
./inference/gnn/model_mapper.py:141:80: E501 line too long (91 > 79 characters)
./inference/gnn/model_mapper.py:142:80: E501 line too long (81 > 79 characters)
./inference/gnn/model_mapper.py:144:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:152:80: E501 line too long (81 > 79 characters)
./inference/gnn/model_mapper.py:152:82: W291 trailing whitespace
./inference/gnn/model_mapper.py:153:34: E128 continuation line under-indented for visual indent
./inference/gnn/model_mapper.py:153:80: E501 line too long (91 > 79 characters)
./inference/gnn/model_mapper.py:156:80: E501 line too long (83 > 79 characters)
./inference/gnn/model_mapper.py:158:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:170:80: E501 line too long (80 > 79 characters)
./inference/gnn/model_mapper.py:170:81: W291 trailing whitespace
./inference/gnn/model_mapper.py:171:36: E128 continuation line under-indented for visual indent
./inference/gnn/model_mapper.py:171:80: E501 line too long (92 > 79 characters)
./inference/gnn/model_mapper.py:175:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:179:80: E501 line too long (83 > 79 characters)
./inference/gnn/model_mapper.py:180:80: E501 line too long (82 > 79 characters)
./inference/gnn/model_mapper.py:183:80: E501 line too long (82 > 79 characters)
./inference/gnn/model_mapper.py:186:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:191:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:196:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:204:80: E501 line too long (80 > 79 characters)
./inference/gnn/model_mapper.py:208:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:218:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:220:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:228:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:235:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:243:1: W293 blank line contains whitespace
./inference/gnn/model_mapper.py:377:80: E501 line too long (90 > 79 characters)
./inference/gnn/model_mapper.py:567:80: E501 line too long (82 > 79 characters)
./inference/gnn/model_mapper.py:584:80: E501 line too long (83 > 79 characters)
./inference/gnn/model_mapper.py:749:80: E501 line too long (82 > 79 characters)
./inference/gnn/monitoring.py:22:80: E501 line too long (80 > 79 characters)
./inference/gnn/monitoring.py:103:80: E501 line too long (92 > 79 characters)
./inference/gnn/monitoring.py:228:80: E501 line too long (88 > 79 characters)
./inference/gnn/monitoring.py:265:80: E501 line too long (83 > 79 characters)
./inference/gnn/monitoring.py:610:80: E501 line too long (85 > 79 characters)
./inference/gnn/monitoring_dashboard.py:105:80: E501 line too long (86 > 79 characters)
./inference/gnn/monitoring_dashboard.py:106:80: E501 line too long (81 > 79 characters)
./inference/gnn/monitoring_dashboard.py:109:80: E501 line too long (84 > 79 characters)
./inference/gnn/monitoring_dashboard.py:114:80: E501 line too long (80 > 79 characters)
./inference/gnn/parser.py:15:80: E501 line too long (89 > 79 characters)
./inference/gnn/parser.py:16:80: E501 line too long (91 > 79 characters)
./inference/gnn/parser.py:282:80: E501 line too long (87 > 79 characters)
./inference/gnn/parser.py:330:80: E501 line too long (89 > 79 characters)
./inference/gnn/parser.py:408:1: W293 blank line contains whitespace
./inference/gnn/parser.py:413:1: W293 blank line contains whitespace
./inference/gnn/parser.py:424:1: W293 blank line contains whitespace
./inference/gnn/parser.py:427:1: W293 blank line contains whitespace
./inference/gnn/parser.py:430:1: W293 blank line contains whitespace
./inference/gnn/parser.py:435:1: W293 blank line contains whitespace
./inference/gnn/parser.py:438:1: W293 blank line contains whitespace
./inference/gnn/parser.py:445:1: W293 blank line contains whitespace
./inference/gnn/parser.py:448:1: W293 blank line contains whitespace
./inference/gnn/parser.py:452:1: W293 blank line contains whitespace
./inference/gnn/parser.py:457:1: W293 blank line contains whitespace
./inference/gnn/parser.py:459:1: W293 blank line contains whitespace
./inference/gnn/parser.py:475:1: W293 blank line contains whitespace
./inference/gnn/parser.py:478:1: W293 blank line contains whitespace
./inference/gnn/performance_optimizer.py:29:80: E501 line too long (82 > 79 characters)
./inference/gnn/performance_optimizer.py:107:80: E501 line too long (86 > 79 characters)
./inference/gnn/performance_optimizer.py:568:80: E501 line too long (85 > 79 characters)
./inference/gnn/testing_framework.py:16:80: E501 line too long (90 > 79 characters)
./inference/gnn/testing_framework.py:460:80: E501 line too long (173 > 79 characters)
./inference/gnn/testing_framework.py:573:80: E501 line too long (80 > 79 characters)
./inference/gnn/testing_framework.py:706:80: E501 line too long (85 > 79 characters)
./inference/gnn/validator.py:20:80: E501 line too long (95 > 79 characters)
./inference/gnn/validator.py:147:80: E501 line too long (90 > 79 characters)
./inference/gnn/validator.py:285:80: E501 line too long (80 > 79 characters)
./inference/gnn/validator.py:297:80: E501 line too long (82 > 79 characters)
./inference/gnn/validator.py:309:80: E501 line too long (81 > 79 characters)
./inference/gnn/validator.py:549:80: E501 line too long (99 > 79 characters)
./inference/gnn/validator.py:565:80: E501 line too long (81 > 79 characters)
./inference/gnn/validator.py:585:80: E501 line too long (99 > 79 characters)
./inference/gnn/validator.py:598:80: E501 line too long (87 > 79 characters)
./inference/gnn/validator.py:731:80: E501 line too long (81 > 79 characters)
./inference/gnn/validator.py:905:80: E501 line too long (127 > 79 characters)
./inference/gnn/validator.py:906:80: E501 line too long (133 > 79 characters)
./inference/gnn/validator.py:907:80: E501 line too long (95 > 79 characters)
./inference/gnn/validator.py:922:80: E501 line too long (83 > 79 characters)
./inference/gnn/validator.py:926:80: E501 line too long (89 > 79 characters)
./inference/llm/fallback_mechanisms.py:307:80: E501 line too long (80 > 79 characters)
./inference/llm/fallback_mechanisms.py:347:80: E501 line too long (117 > 79 characters)
./inference/llm/fallback_mechanisms.py:348:80: E501 line too long (80 > 79 characters)
./inference/llm/fallback_mechanisms.py:349:80: E501 line too long (86 > 79 characters)
./inference/llm/fallback_mechanisms.py:501:80: E501 line too long (105 > 79 characters)
./inference/llm/fallback_mechanisms.py:505:80: E501 line too long (99 > 79 characters)
./inference/llm/fallback_mechanisms.py:510:80: E501 line too long (91 > 79 characters)
./inference/llm/fallback_mechanisms.py:514:80: E501 line too long (82 > 79 characters)
./inference/llm/fallback_mechanisms.py:519:80: E501 line too long (86 > 79 characters)
./inference/llm/fallback_mechanisms.py:523:80: E501 line too long (90 > 79 characters)
./inference/llm/fallback_mechanisms.py:580:80: E501 line too long (84 > 79 characters)
./inference/llm/local_llm_manager.py:22:80: E501 line too long (88 > 79 characters)
./inference/llm/local_llm_manager.py:337:80: E501 line too long (84 > 79 characters)
./inference/llm/local_llm_manager.py:395:80: E501 line too long (81 > 79 characters)
./inference/llm/local_llm_manager.py:397:80: E501 line too long (88 > 79 characters)
./inference/llm/local_llm_manager.py:399:80: E501 line too long (84 > 79 characters)
./inference/llm/local_llm_manager.py:401:80: E501 line too long (82 > 79 characters)
./inference/llm/local_llm_manager.py:442:80: E501 line too long (91 > 79 characters)
./inference/llm/local_llm_manager.py:537:80: E501 line too long (88 > 79 characters)
./inference/llm/model_quantization.py:31:80: E501 line too long (80 > 79 characters)
./inference/llm/model_quantization.py:152:80: E501 line too long (87 > 79 characters)
./inference/llm/model_quantization.py:191:80: E501 line too long (80 > 79 characters)
./inference/llm/model_quantization.py:205:80: E501 line too long (80 > 79 characters)
./inference/llm/model_quantization.py:223:80: E501 line too long (87 > 79 characters)
./inference/llm/model_quantization.py:276:80: E501 line too long (84 > 79 characters)
./inference/llm/model_quantization.py:293:80: E501 line too long (87 > 79 characters)
./inference/llm/ollama_integration.py:19:80: E501 line too long (86 > 79 characters)
./inference/llm/ollama_integration.py:74:80: E501 line too long (87 > 79 characters)
./inference/llm/ollama_integration.py:89:80: E501 line too long (81 > 79 characters)
./inference/llm/ollama_integration.py:96:80: E501 line too long (81 > 79 characters)
./inference/llm/ollama_integration.py:102:80: E501 line too long (87 > 79 characters)
./inference/llm/ollama_integration.py:166:80: E501 line too long (88 > 79 characters)
./inference/llm/ollama_integration.py:198:80: E501 line too long (92 > 79 characters)
./inference/llm/ollama_integration.py:224:80: E501 line too long (92 > 79 characters)
./inference/llm/ollama_integration.py:249:80: E501 line too long (94 > 79 characters)
./inference/llm/ollama_integration.py:278:80: E501 line too long (80 > 79 characters)
./inference/llm/ollama_integration.py:282:80: E501 line too long (84 > 79 characters)
./inference/llm/ollama_integration.py:287:80: E501 line too long (83 > 79 characters)
./inference/llm/ollama_integration.py:432:80: E501 line too long (86 > 79 characters)
./inference/llm/ollama_integration.py:438:80: E501 line too long (85 > 79 characters)
./inference/llm/ollama_integration.py:444:80: E501 line too long (83 > 79 characters)
./inference/llm/ollama_integration.py:450:80: E501 line too long (85 > 79 characters)
./inference/llm/ollama_integration.py:482:80: E501 line too long (86 > 79 characters)
./inference/llm/ollama_integration.py:503:80: E501 line too long (97 > 79 characters)
./inference/llm/provider_interface.py:3:80: E501 line too long (85 > 79 characters)
./inference/llm/provider_interface.py:138:80: E501 line too long (85 > 79 characters)
./inference/llm/provider_interface.py:457:80: E501 line too long (86 > 79 characters)
./inference/llm/provider_interface.py:480:80: E501 line too long (83 > 79 characters)
./inference/llm/test_local_llm.py:58:80: E501 line too long (80 > 79 characters)
./infrastructure/database/__init__.py:12:80: E501 line too long (83 > 79 characters)
./infrastructure/database/alembic/versions/20250618_0953_d3e985c2dfb8_initial_database_schema.py:28:80: E501 line too long (92 > 79 characters)
./infrastructure/database/alembic/versions/20250618_0953_d3e985c2dfb8_initial_database_schema.py:30:80: E501 line too long (90 > 79 characters)
./infrastructure/database/alembic/versions/20250618_0953_d3e985c2dfb8_initial_database_schema.py:41:80: E501 line too long (97 > 79 characters)
